,Training_1,Training_2,Training_3,Training_4,Training_5,Training_6,Training_7,Training_8,Training_9,Training_10,Training_11,Training_12,Training_13,Training_14,Training_15,Training_16,Training_17,Training_18,Training_19,Training_20,Training_21,Training_22,Training_23,Training_24,Training_25,Training_26,Training_27,Training_28,Training_29,Training_30,Training_31,Training_32,Training_33,Training_34,Training_35,Training_36,Training_37,Training_38,Training_39,Training_40,Training_41,Training_42,Training_43,Training_44,Training_45,Training_46,Training_47,Training_48,Training_49,Training_50,Training_51,Training_52,Training_53,Training_54,Training_55,Training_56,Training_57,Training_58,Training_59,Training_60,Training_61,Training_62,Training_63,Training_64,Training_65,Training_66,Training_67,Training_68,Training_69,Training_70,Training_71,Training_72,Training_73,Training_74,Training_75,Training_76,Training_77,Training_78,Training_79,Training_80
10,-0.086366734,-1.87E-17,-0.180956687,-0.107447792,0.215276948,0.22759202,-0.078283105,-0.097021891,0.005722553,0.115087763,0.052446958,-0.060034448,-0.055708271,0.029396029,-0.067348398,-0.197610109,-0.010218482,0.041145341,-0.097578175,-0.233006569,0.014633609,0.093259259,0.071664855,-0.008244163,0.148253111,-0.068021456,0.265626287,0.124939268,-0.019939898,-0.070568508,0.022069588,-0.075861668,-0.060653969,-0.183773119,0.043699319,0.084436839,-0.079777202,-0.064675222,0.068001612,-0.143270878,0.213509634,0.019503982,0.165413689,-0.135404206,0.026073795,0.027078457,0.045777369,0.143306948,0.116316111,0.103958376,-0.073631658,0.11599264,0.093096644,0.091472324,-0.1132869,0.138135184,-0.065601843,-0.068226914,0.089257725,0.180524146,0.19962575,-0.112564925,0.052178867,-0.034793409,-0.041325569,0.043844367,-0.08712014,-0.084166303,0.010505327,0.073756691,0.055023269,0.112929016,-0.120908082,-0.099936885,-0.042419772,-0.063694267,-0.218918277,-0.037967137,-0.193569501,-0.101491734
11,0.031598633,-2.23E-17,0.015398086,-0.140164593,-0.053940153,-0.018619605,0.00357822,0.050933919,0.050740175,0.141714114,-0.096583948,0.073738479,-0.19165624,0.016238428,0.003374134,0.102397296,0.080504582,0.025388873,-0.219029589,-0.019107378,0.124640803,0.093535577,0.042065814,-0.204005978,0.025295802,0.020936663,-0.114982938,0.058007719,-0.061946478,0.157365415,0.160198735,0.008458187,-0.024832313,0.128393978,-0.091174488,0.020225384,-0.285617295,0.058623697,0.073674543,-0.054771825,-0.052409861,0.091558022,-0.11906636,-0.130085152,0.056756659,-0.018077829,7.04E-05,-0.087584723,0.059963216,0.036973624,0.088079287,-3.35E-05,0.018805375,-0.032365134,0.077268592,-0.074375509,-0.175384524,0.076994982,0.089161129,0.048868889,-0.01339472,-0.028185263,-0.183019795,0.06151446,-0.008581605,0.057136123,-0.540022437,-0.002771045,-0.007302862,0.075399088,-0.032321262,0.238968462,0.013154158,-0.024884734,0.020149019,0.084349891,0.126680974,0.036133178,0.059403975,0.146731558
12,0.053951815,2.53E-17,-0.102060318,-0.219958425,-0.172857153,0.078461099,1.65E-05,0.021316467,0.062912985,-0.089595812,0.090469791,0.059934228,0.051426008,-0.040316648,-0.007095698,-0.00630045,0.057570928,-0.003644559,0.055799336,-0.043071661,0.19481572,-0.062208593,-0.001540075,0.217448279,-0.049320181,-0.000800557,-0.108287412,0.049887566,-0.110165703,0.053543108,-0.148553334,0.094807416,-0.103704289,-0.059300073,-0.011529027,0.053949278,-0.311500443,0.016573567,0.111521306,-0.10169619,0.030772357,-0.185719278,0.030920678,-0.256930837,0.108593733,-0.099652358,0.013100658,0.192642783,0.166978247,-0.15678912,0.101793471,0.026723089,-0.134684155,0.008519727,0.000749785,-0.06248892,-0.019276677,0.084139559,-0.101937068,0.081243539,0.07282062,0.029626402,-0.232430268,0.132140171,0.110131631,-0.095338327,0.323986252,0.011200696,0.087923786,0.006675195,0.063345593,-0.098460528,-0.146709291,-0.046757083,-0.040738588,0.123499308,0.069938158,0.073928024,0.064769496,0.15497371
13,-0.058645276,-1.12E-16,-0.068620989,-0.072442181,0.119442066,-0.008762547,0.074523111,0.008522897,0.082305974,-0.127380643,0.008376659,0.399436566,0.041407138,-0.094997663,0.113305282,-0.045376315,0.023796381,-0.221073628,0.048937803,0.016818667,0.090418745,-0.147726591,-0.083589227,0.055504467,0.024229151,0.042757015,0.098561149,0.237998837,-0.103523822,0.084706864,-0.073648241,0.052866808,0.07028942,0.048281153,0.06209709,-0.139355985,0.055266752,-0.07988237,-0.108394288,-0.147233705,0.111474624,-0.016411865,0.176079448,-0.138214881,-0.014634163,-0.005021185,0.086724112,0.105080449,-0.077188435,0.101230204,0.024585518,-0.016650596,-0.255477324,0.016899988,0.007204656,-0.032749069,0.079203027,0.013553836,-0.046900216,-0.112470206,-0.057328971,0.09453078,0.111827171,-0.057186306,0.099308676,0.057373538,-0.301525465,-0.002743036,-0.168993662,0.137629834,-0.031480434,-0.250755958,0.185487041,-0.026549734,0.017433019,-0.106656573,0.054803959,0.10600707,0.001310956,-0.082106751
14,-0.062885146,1.23E-17,-0.13955398,-0.046208321,0.09069205,0.016685764,-0.067937583,-0.017399098,-0.003410456,-0.060350124,0.044178079,-0.033246174,0.034352926,0.092997059,-0.082670863,-0.101910118,0.134359955,-0.028578652,0.110164278,-0.12891122,-0.019445264,0.07725423,0.08969729,-0.189474026,-0.009626304,-0.2075386,-0.001035129,0.136933157,0.34950959,0.031014743,-0.014851578,-0.026079494,0.248180761,0.10893674,-0.067834286,0.058723974,-0.063491602,0.079652292,-0.05620253,0.065809056,-0.069847091,0.043429698,-0.144770354,-0.070355438,0.027706894,-0.201853554,-0.033807427,-0.054099878,0.117819111,0.130189943,-0.07031675,-0.147803959,0.076533723,-0.153570746,-0.197419756,-0.055172369,0.025201294,-0.053844212,0.07441414,-0.082349316,0.060499432,0.008861994,-0.072699015,-0.055435754,0.047035115,0.250179728,0.059223623,0.01237859,-0.024431432,-0.041216295,0.126712347,-0.335198055,-0.059462662,0.043551719,0.084113586,0.099237024,0.261385412,0.073674007,-0.110400132,0.03567029
15,0.012899143,6.64E-17,0.084492085,0.118634555,-0.076334903,0.079487708,-0.114912678,-0.096205683,-0.038837768,-0.055096724,-0.027878684,0.316766453,0.129009479,0.022448919,0.114433989,-0.019287213,-0.053243712,-0.008477236,0.144335602,-0.053762585,-0.042423162,0.069819538,0.020853601,-0.196760349,-0.15929558,-0.066552179,-0.094431783,0.005797827,-0.09778667,0.073408165,0.16543603,-0.021109965,0.001626772,0.019194212,0.172446421,0.052138441,-0.038351884,-0.065080189,0.058846051,-0.086250896,0.081690822,0.093682218,0.146023701,0.103617884,0.018742413,-0.017975554,-0.03366479,0.092219995,0.03431842,-0.081367506,-0.113160742,0.033869375,0.153426643,-0.076568577,0.029075683,0.020638896,0.187686072,-0.082584096,-0.104756682,0.069183594,0.121607306,0.012940503,0.009334981,-0.080203343,-0.012886479,-0.046695125,-0.032732353,0.029909488,0.060911888,-0.289076297,-0.256636494,0.062464884,-0.16280809,-0.325578134,-0.123831143,0.025231523,0.300284356,-0.107410672,-0.04434358,0.03598126
16,-0.127551386,-6.43E-18,-0.085264807,-0.009906685,-0.16655659,0.091602851,0.056858476,0.013106728,-0.009064004,0.033373157,0.037821229,0.177967913,-0.108507957,0.166934173,-0.048085449,-0.182851802,-0.089914298,0.010254832,-0.013578303,-0.090675618,0.169242136,0.168920231,0.072221548,0.076635985,0.13068178,-0.124236824,0.010838245,-0.215795386,-0.420063913,0.065942968,-0.014274147,-0.090453423,0.168472511,0.166719111,-0.004127979,0.025425724,0.152300663,0.099207006,-0.002130174,-0.093643439,-0.157394493,0.086399521,-0.202825221,0.054003299,-0.075220753,0.021185184,0.158933258,-0.113768459,0.026467172,0.099720965,-0.011203854,-0.03595768,-0.150326234,-0.064117771,0.044833753,0.016878491,-0.077510231,0.065232334,-0.010967743,-0.001448928,0.072072935,-0.018348762,0.152785274,-0.059290416,0.026301869,-0.039761658,0.173421442,-0.087746813,-0.126963034,-0.054282697,0.196479349,0.054777062,0.103854889,-0.15962282,0.037491862,0.160614261,0.030428744,-0.031990834,-0.045839819,-0.050562559
17,-0.042228696,6.73E-17,0.015746564,-0.02576583,0.070248749,-0.10945527,-0.001151648,0.052882707,0.024940687,0.227322203,-0.006459527,-0.136449002,0.272412759,-0.041340808,0.195449291,-0.155385165,-0.074167652,0.034494739,0.186231674,0.054527708,0.064996413,-0.097610551,0.050387228,0.259111957,-0.173796768,-0.18632783,-0.054530319,-0.113353054,0.122501268,0.078753545,0.173569859,-0.009609414,-0.000341351,-0.157397805,0.022123176,-0.038447212,0.01535616,0.098087914,0.055327803,-0.063701011,-0.020017504,-0.04468581,-0.015397079,0.004843937,0.038201057,-0.132367461,0.033546141,-0.064430431,-0.04337517,0.003166924,0.081298527,0.097122791,0.044160747,-0.107298381,-0.154681955,-0.07757797,0.145281984,-0.107708181,-0.12023226,-0.014175339,-0.104260511,0.04289588,-0.047108846,0.038912258,0.090966175,-0.062976013,-0.262190123,-0.012844727,-0.052981564,0.042784281,0.286883191,0.07778703,0.102936981,-0.247093626,0.003021186,0.188941457,-0.148744027,-0.082910899,-0.04172916,0.019978823
18,-0.066062624,-3.32E-17,-0.05920952,-0.066112885,0.140383848,-0.048002857,0.034519217,0.087465144,-0.007590386,0.137833414,0.001752781,-0.142518908,-0.047307356,0.013747876,-0.028308165,0.100631325,0.039891075,-0.003788743,0.0380378,-0.05607103,0.14977835,-0.032126888,-0.097238678,0.346512411,-0.016449505,0.08542195,0.002571569,0.086050644,-0.026313896,0.088151553,0.057889888,-0.040224602,0.148466672,0.266219857,0.056111025,-0.044232828,-0.100475821,-0.000885611,-0.013306675,-0.167549642,-0.048233725,0.140061673,0.148673164,-0.110951427,0.022184717,0.08576022,0.014339419,-0.27017998,-0.063053469,0.195324166,-0.057395391,-0.03276399,0.138202754,0.084554167,-0.101310494,0.064683836,0.071922789,0.024117927,-0.002617942,-0.062813432,-0.096682887,-0.080056142,-0.112515871,-0.129183058,-0.110746604,0.046161897,0.138211227,0.010275829,0.005678486,-0.153193325,-0.41343258,-0.092834426,-0.006941909,-0.053006615,-0.041689503,0.122862503,-0.151094668,-0.084673833,0.047376358,0.110539377
19,0.177338971,3.16E-17,0.058345956,-0.009458563,0.255896049,0.054334957,-0.078076086,-0.017095625,-0.068305862,-0.080332375,-0.01860035,0.112368251,0.04079127,0.068381712,0.011960359,0.00360535,-0.048062809,-0.13603711,-0.02803624,0.058983854,0.078258613,0.062401253,0.18042865,0.092940204,0.036853258,-0.183542803,0.079198472,-0.232427004,0.203914314,0.049202317,0.003095762,0.027911686,-0.068879416,-0.100853487,0.01374271,-0.038544378,-0.180016903,-0.028611775,0.050824285,-0.041958281,0.043682894,0.036973353,0.090039384,-0.045116962,-0.025542215,0.069371679,0.051074732,-0.364445952,-0.02538688,-0.140985443,0.090925865,-0.153444754,-0.1845148,-0.085052498,0.14140125,-0.116557924,0.026325113,0.109593274,0.27851797,0.21629702,-0.058693847,-0.040989668,0.061013054,0.10181637,-0.063451667,0.055038507,0.080681852,0.046314206,-0.144375607,-0.139539387,0.002442093,-0.02493141,-0.074694955,-0.099634363,0.003751302,-0.172118625,-0.001870265,0.032556019,0.171983287,-0.137272493
20,-0.113870598,8.71E-19,0.018662855,0.086483028,-0.114020977,0.077883314,0.164460078,0.11667567,0.156377914,-0.213896317,0.008405944,-0.123749287,-0.099279575,-0.041201617,0.076129981,0.149512317,0.084710098,-0.034973891,-0.017563494,-0.176421249,0.061714721,0.058900724,-0.087499976,0.140397937,-0.033001805,0.049220213,0.033479973,0.070496719,0.061148895,-0.120681679,0.059697106,0.01710602,-0.005032078,-0.331848689,0.001186091,0.090194613,0.116610704,0.042308566,-0.079758901,-0.094346943,-0.072084407,-0.043353944,0.053509949,0.115633901,-0.091999343,0.071110297,0.022179876,-0.286610862,-0.009353161,-0.234676321,-0.036729084,-0.062685645,-0.054821489,0.101035525,0.085678324,0.107714352,0.022440609,0.068162101,-0.046155461,0.040419617,0.020561945,0.077824166,-0.067842125,-0.110050838,-0.037032284,0.261063902,-0.060521309,-0.020856497,-0.059365468,0.102442608,0.024385532,0.061148278,-0.056011371,-0.175183384,-0.083708646,0.0858967,0.161464678,0.201955542,-0.259928428,0.142233043
21,-0.051236106,2.93E-17,-0.073265118,-0.109438706,-0.13493824,0.057697545,-0.067714242,-0.045801668,-0.061626771,0.250055008,-0.039190643,-0.072995615,0.141844989,-0.179174713,0.103669251,0.098994012,0.001790932,0.125911039,0.256352481,-0.139634707,0.187810775,0.003530833,-0.130879645,-0.052197245,0.172925488,0.029623736,-0.081741742,-0.193688924,-0.020563446,-0.192434957,-0.21546985,-0.047836473,0.021641947,0.028828836,-0.092586335,-0.060246774,0.101849958,0.001210973,0.022161959,0.08768806,-0.118880106,-0.063421109,0.091885611,-0.064272435,-0.097365844,0.020157791,0.013809889,0.071110263,0.100779605,-0.069953159,-0.043090748,0.032137569,-0.011702836,-0.029564446,0.157159652,0.002960112,0.145177789,0.121812832,0.232258753,0.088310399,0.004951423,-0.024495241,0.252648024,-0.002480277,-0.099243268,0.09286577,-0.265265821,-0.035430934,0.061228955,-0.079264806,-0.035986085,-0.216667081,-0.160412532,0.047889016,-0.010921501,0.026165212,-0.011509298,-0.01476718,0.064574333,0.151915581
22,0.054356365,-8.00E-17,0.026156075,0.162955111,-0.101717589,0.067274118,-0.005502409,-0.019597761,-0.073434243,-0.193831892,0.013477669,-0.013564398,0.077321888,0.182563502,-0.007007835,-0.086114948,-0.093029963,0.067028519,0.104597241,0.141323074,-0.01908462,-0.040799776,0.138141033,0.199684847,0.106340751,0.007875514,0.100376863,-0.116819,-0.008851996,-0.223232613,-0.130130614,-0.036810059,0.079482832,0.04617141,0.075480958,0.010578067,0.057565372,-0.100216386,0.038991859,-0.23546819,-0.000142819,0.079408442,-0.187727503,-0.119739616,-0.068750332,0.076787084,-0.067045734,0.096051842,0.023840715,-0.061549535,-0.047638172,-0.050815854,0.033114531,0.094706028,-0.094906419,0.248539152,0.075038742,-0.164204125,0.200168376,0.010123083,-0.046079589,0.021799595,-0.352557268,0.049301751,-0.101075902,-0.118543232,-0.257622449,0.043539953,-0.066133491,0.125675365,-0.068401539,-0.02065493,-0.061300278,0.10466101,0.066463642,0.117277515,0.173570855,0.007732913,0.113402403,-0.073414354
23,-0.019093178,-1.17E-17,-0.069266491,-0.001496927,0.033980679,0.021974119,0.091676909,0.140944741,-0.007634419,-0.234576745,0.009588672,-0.033475658,-0.066140592,-0.102202024,-0.007986435,-0.15614926,-0.041761031,0.08837085,0.160532836,-0.160620865,0.036446426,-0.116440982,0.042685822,0.089019031,0.083824782,-0.121122169,-0.032012711,-0.219994351,-0.047461691,0.044714083,-0.052054966,-0.046090548,-0.057169392,0.018737285,0.028415876,-0.098194204,-0.120494303,-0.069166397,-0.099699396,0.241860555,0.113399687,-0.11558655,0.237458642,0.012899612,-0.004439549,-0.027508368,0.080302542,0.01059249,-0.055874873,0.200908846,0.085468046,-0.152553169,0.035393605,-0.151301911,-0.090691156,0.025233473,0.032555954,-0.004332411,-0.067186311,-0.045105943,0.002187735,0.055950567,0.026194325,-0.044793627,0.072427554,0.092009021,-0.05893139,0.012377096,-0.113519479,-0.044100161,-0.074182137,0.413653629,-0.081586636,0.353731171,-0.075475879,0.067508823,0.181928391,-0.06280343,-0.028103109,0.048055908
24,-0.118881552,4.20E-17,-0.006603066,-0.187732502,0.223537531,0.076558279,-0.034649448,-0.072944241,-0.101632724,-0.439168799,-0.067785213,-0.019056736,0.100702589,-0.020194974,0.065363613,0.057703552,0.054805502,-0.15184852,0.063535647,0.140942769,0.060925229,-0.067534775,0.000861626,0.011149634,-0.034000295,0.097496565,0.151593507,-0.037629428,0.032232114,-0.098092663,0.000448411,0.008082075,0.06213175,0.222117829,-0.072312213,0.017231132,-0.104063803,0.04540269,0.087240907,0.031926386,-0.056231896,0.013631892,-0.172347849,0.007429715,-0.165798774,0.066802907,-0.025851133,0.073497711,0.133032839,-0.053122574,-0.098478912,0.085271394,0.029153556,0.082772616,0.092960073,-0.046841403,-0.009315553,-0.104319475,-0.155070346,-0.117712195,0.021560855,-0.045306224,0.114967357,-0.086646357,-0.055546784,0.191641395,-0.067992327,-0.034552664,0.155781845,-0.171719993,0.183393685,0.228038724,-0.024737099,-0.087016233,-0.079388493,0.068865065,-0.187787159,0.055280687,0.160301905,0.09998523
