,Training_1,Training_2,Training_3,Training_4,Training_5,Training_6,Training_7,Training_8,Training_9,Training_10,Training_11,Training_12,Training_13,Training_14,Training_15,Training_16,Training_17,Training_18,Training_19,Training_20,Training_21,Training_22,Training_23,Training_24,Training_25,Training_26,Training_27,Training_28,Training_29,Training_30,Training_31,Training_32,Training_33,Training_34,Training_35,Training_36,Training_37,Training_38,Training_39,Training_40,Training_41,Training_42,Training_43,Training_44,Training_45,Training_46,Training_47,Training_48,Training_49,Training_50,Training_51,Training_52,Training_53,Training_54,Training_55,Training_56,Training_57,Training_58,Training_59,Training_60,Training_61,Training_62,Training_63,Training_64,Training_65,Training_66,Training_67,Training_68,Training_69,Training_70,Training_71,Training_72,Training_73,Training_74,Training_75,Training_76,Training_77,Training_78,Training_79,Training_80
10,0.302450778,-0.15398731,0.007276878,-0.029392461,-0.009478934,0.053601106,0.126873125,0.108413056,-0.10767407,-0.093818071,0.108732223,-0.035326986,-0.08835222,0.15804326,-0.033811985,-0.093432435,0.098732262,-0.043537728,-0.141204808,0.038732861,-0.114398075,-0.012100052,0.052622598,-0.066101214,-0.047267108,-0.098156509,-0.100829561,-0.063164081,-0.057848002,0.175437503,-0.112297351,0.038731931,-0.006324477,0.192963883,0.083611587,-0.001907414,-0.25720896,-0.007929155,-0.102241764,0.145836772,0.145831263,0.154061195,0.121404782,-0.100996059,0.110009573,0.073288362,-0.035832524,0.091731238,-0.069392883,0.026802043,-0.069625617,-0.11468164,-0.04128481,-0.053516561,-0.323103599,0.233465507,0.047585058,-0.189794483,0.005857665,-0.139940147,0,-0.124656369,0.082440736,0.030707218,-0.091381769,-0.124154283,0.026949145,0.090886444,-0.093416388,-0.024500986,-0.025114014,0.120341574,0.064179753,0.091343091,0.06551852,-0.074404819,-0.036244343,0.119884382,0.209724763,0.050799338
11,-0.071080947,-0.099750884,-0.066810115,0.079535103,-0.099700547,0.011607088,-0.288800716,-0.19301704,-0.032036972,0.061236449,0.019906833,0.099419036,0.02161768,0.11304063,0.145549429,0.110873798,-0.164628651,0.091386402,0.223712305,-0.03433377,-0.041372393,-0.029292641,-0.074229175,0.049806073,0.09277,-0.097569513,0.033969307,0.101613893,0.033089719,-0.009520995,-0.182396651,0.032077655,0.107612571,-0.054592319,0.077249384,-0.034379754,0.007338912,0.048676956,0.128918786,-0.151251694,-0.075871514,0.170508165,-0.046698422,-0.021765868,-0.0009975,0.117822579,-0.034597006,-0.141054459,-0.036534459,-0.298146502,-0.088500062,-0.08134394,-0.037545085,0.037367818,0.014349976,0.238225939,0.211853357,-0.052668788,-0.043386408,0.053950747,0,0.062883135,-0.045880127,0.102859599,-0.230542589,-0.074626767,0.167329035,0.228863663,-0.017065013,-0.067700184,-0.036555464,-0.020037825,-0.130559968,-0.104134799,0.056159406,-0.087195313,0.156199216,0.116246821,0.126238285,-0.107429812
12,0.105777029,0.113453264,-0.111478306,0.044417659,0.007895965,-0.201015919,0.060199452,-0.060195751,0.015789403,-0.01882989,0.004087521,-0.359619348,0.015446071,-0.045101551,-0.076902254,0.121975874,0.06087453,0.070547184,-0.086607367,-0.034245889,-0.223339768,0.064271987,0.089407498,-0.032809049,0.159466513,-0.037676871,-0.108856692,0.211901982,-0.045029768,-0.082299189,0.096601798,-0.05537109,-0.092536138,-0.226838099,0.000675358,0.024331882,0.088439981,-0.133955342,0.060229535,-0.076929767,0.133119592,0.056870771,-0.001715449,-0.024731342,0.045656718,-0.026111893,-0.322082718,-0.050767435,0.188399464,0.069615818,0.054735887,-0.096699625,0.024407941,-0.036106366,0.04596635,0.04572782,0.150548521,-0.026865826,0.196637795,0.178776997,0,-0.017896928,-0.142135366,0.062780145,-0.056265907,0.024186695,0.158296311,-0.026862914,-0.101764077,0.24409403,-0.107716828,0.014787475,0.148401178,0.013976342,-0.046262977,-0.084828317,-0.131219332,0.026814689,0.103788439,-0.013292467
13,0.225144613,0.073027714,-0.010869662,-0.156079702,0.172271171,0.016384195,0.040596487,-0.063290927,-0.060066153,0.22623631,0.060966283,0.017337007,-0.065324838,-0.088298544,0.157859016,0.051098163,0.00118914,-0.048071654,-0.219130034,-0.069575351,0.26038664,0.159765513,-0.205562403,-0.170404583,-0.000346359,-0.171742699,0.091036074,-0.002275843,-0.042786104,0.022666136,-0.222160694,0.00882167,0.038260804,-0.044332633,-0.055942361,-0.037609154,0.20676082,-0.006800195,0.02200881,0.042271596,-0.03891718,-0.075822462,0.150808783,-0.027640828,-0.113521282,0.045735597,-0.10136078,0.00248381,-0.021929304,-0.063865325,-0.138085538,-0.033180622,0.020452661,-0.052756068,0.075435306,0.04153181,-0.099758591,0.283600957,0.042869021,0.043818382,0,-0.078026387,0.061545371,-0.003948122,0.033995975,0.005063745,0.122193222,-0.102725804,0.035948234,-0.1290983,0.099233559,-0.233853522,-0.002994702,0.024245822,0.011924426,-0.173354174,-0.152810472,0.09796336,0.230745136,0.039391908
14,0.098619357,0.092045214,-0.113524628,-0.081375295,-0.174062681,-0.017199532,-0.120363473,-0.032955845,0.053454413,-0.015449705,-0.139157364,0.072130957,-0.063346844,-0.007362647,0.095468396,0.079345666,0.077565315,-0.070435188,-0.049020848,-0.021864062,0.134103458,-0.145694756,0.065212712,0.151489933,0.145801274,0.076393368,-0.079663438,0.059263232,-0.086559212,-0.162189568,-0.240373274,0.052027947,0.069022079,0.14046446,-0.139848773,-0.122885373,-0.092904055,0.091122911,0.052677844,0.035465832,0.235765463,-0.025487179,0.010252552,-0.107208404,-0.020910544,-0.110785259,0.110002124,-0.000502262,0.002449883,0.051980778,0.24854726,-0.086430309,-0.12926637,0.157170481,0.046511516,-0.002713352,-0.031301247,0.139764063,0.066795826,-0.089500958,0,-0.212985471,0.041651282,0.098778464,0.075988056,0.012599609,-0.192066104,0.143936822,-0.036979066,0.297078645,0.011973681,-0.160779488,0.064061622,0.084442018,-0.005499301,-0.183173211,0.079312948,0.013437588,-0.053226188,-0.21460641
15,-0.186238729,-0.050409954,0.014773419,-0.121580599,0.108354606,0.027949796,-0.046515108,-0.159699228,0.010721418,0.08497006,-0.064452913,-0.064783911,-0.035606181,-0.048554325,0.172308943,0.03327789,-0.068800186,-0.083069613,-0.14065658,0.257328456,-0.108861311,0.142095539,0.008096064,0.077489953,0.009484461,-0.083940982,0.079653026,0.155902728,0.173063243,0.171798473,-0.23965279,-0.015819766,0.250413525,-0.025097915,-0.085223981,0.029346418,-0.046064122,0.041161953,-0.00802134,0.039565951,-0.023329558,0.183205953,-0.140404889,0.020131005,0.231140656,-0.168083337,-0.148190147,-0.114882059,-0.06661235,0.027836498,0.217273546,0.067021594,0.214249774,-0.075124021,-0.089612067,-0.133264503,-0.126318492,-0.14176476,-0.057244998,0.030274123,0,-0.076541949,0.045817017,-0.028217397,-0.033504543,-0.095417374,-0.014272264,-0.173745539,0.068214585,0.050868357,0.173361491,0.132676308,0.020564576,0.153594842,-0.104114538,0.02468834,0.016489897,-0.001761049,-0.008919991,-0.065089504
16,-0.041759331,-0.195345954,-0.09516215,0.01240734,0.155799102,0.069267599,-0.011900741,0.032242027,0.086722298,-0.052531788,-0.020937862,-0.104272186,0.033787154,0.001388821,0.140340352,0.001631631,-0.074925664,-0.093203695,0.047668351,0.141215273,0.164229729,-0.059991477,-0.084359042,-0.06915816,-0.05108267,-0.065253284,-0.008749946,0.09648008,0.042507975,0.146355566,-0.06334825,0.154200531,-0.145030031,-0.186523322,-0.059015161,0.082273612,-0.194427613,0.020789642,0.058476962,-0.08928229,0.095488064,0.10308657,0.074790518,-0.085478012,0.038873277,0.021268881,0.124650511,0.024648587,-0.178326747,-0.103925251,0.011938488,-0.013061759,-0.011252226,0.036965471,-0.149660586,-0.107004577,0.05415038,-0.091066087,0.239548232,0.166652181,0,0.045108881,0.014703233,0.037847882,0.039452438,0.43626429,-0.118907904,0.0439445,-0.043080173,0.078750039,-0.183394971,-0.224741369,-0.091009008,-0.024877982,-0.008994687,0.057761084,-0.148395374,-0.024968753,-0.089146001,0.210016592
17,0.148782286,-0.073558324,-0.051249847,0.108722889,0.213263817,-0.079353178,-0.104247769,-0.043089097,-0.022706183,0.057021524,0.019338327,0.015132742,0.151143219,-0.048122072,-0.00227277,0.010627533,-0.107431107,0.014934172,0.000437198,0.107602793,0.108404833,-0.113078184,0.060311769,0.184186237,0.052678376,0.045142864,-0.083957209,0.039002937,-0.057075208,-0.013772268,0.036984738,-0.065646247,-0.282071142,0.111011026,0.031683097,-0.023845337,0.126214328,-0.01898072,-0.152311102,-0.015328793,-0.031455728,0.121055275,0.191148911,-0.083016894,0.177549093,0.115527305,-0.117795067,0.000318623,0.11958863,0.133990986,0.239991002,0.034668985,-0.035852862,0.051777369,-0.072400317,-0.143931732,0.083452237,-0.16281302,-0.180059424,0.122564606,0,0.094192144,0.138796808,0.023288624,0.169400561,-0.107349319,-0.089078649,-0.001510022,0.056109009,-0.242598974,0.051924649,-0.112414377,-0.154359084,-0.201970273,-0.076941018,-0.195817814,-0.034130731,-0.089881945,0.087811248,-0.151649257
18,-0.141909303,0.094021174,-0.075216779,0.156485365,-0.033539405,0.043182857,0.196241398,0.205403424,0.085874307,0.087875758,0.000169139,-0.191069691,-0.127093925,-0.042878074,-0.028044835,-0.065122819,0.066083071,0.024715746,0.07532956,-0.0130967,0.168880577,-0.070041003,-0.072397723,0.057365232,0.105606699,-0.085428837,0.105491963,-0.078075679,-0.233675503,0.110980967,-0.069938012,0.026578921,0.087666109,-0.055748157,0.074609377,0.119017453,0.13677711,-0.026846318,-0.133119387,-0.16430573,0.023740802,0.004835081,0.029044384,0.062577924,0.172462071,-0.015267773,0.161590384,-0.13131183,-0.183249342,0.10821223,-0.088276209,0.007703846,0.051471953,0.151716102,-0.164055424,0.125392686,0.070399871,0.084838412,-0.172551665,0.235225859,0,-0.117566668,-0.100626544,0.050913737,-0.047584806,-0.334430861,-0.071962959,-0.077577149,0.07567931,0.152361795,-0.113302622,-0.050970335,-0.099152421,-0.036535802,-0.11697496,-0.032739983,0.00593146,0.031308829,-0.068133402,0.041613001
19,0.21180451,-0.103697128,-0.100171322,0.004602681,0.014584622,0.088597689,-0.000785245,0.146812129,0.140152389,0.130436728,-0.096352127,-0.076386432,0.08550472,-0.073463291,0.051488194,0.185101466,-0.111710908,-0.085244622,-0.063210019,0.131200739,-0.044505137,-0.181618802,-0.211509146,-0.040549836,-0.126815751,0.088026597,0.125243391,0.253532831,0.076802106,0.023338671,0.353644262,0.040620565,0.090964117,0.022223226,-0.009332061,-0.079747236,-0.172023098,0.000678946,-0.123239696,-0.106472313,0.116817642,-0.016904283,0.015633629,-0.030212219,-0.128751123,-0.000892132,-0.038384765,-0.009533452,0.008582206,-0.040970704,-0.03774183,0.14089111,0.030927466,-0.013322136,0.191567239,0.076903723,-0.10981421,-0.013177416,-0.142376203,0.005070691,0,-0.072793048,-0.28097891,0.004187064,-0.124464022,-0.117072644,-0.267337852,0.01736425,0.061951198,-0.053373305,-0.005418426,0.014918794,-0.010285368,0.063350073,0.093599092,0.018012592,0.0046277,0.058185787,0.165274926,-0.064007092
20,0.087830644,-0.12150362,0.124818648,-0.021371809,-0.082459809,0.126976528,-0.131504109,0.117937549,-0.249959914,-0.136102624,0.079029431,-0.233575177,-0.122107374,-0.157982785,-0.016831517,0.14741501,0.089766399,-0.046623976,0.019198552,0.077001687,-0.037409681,-0.146932377,0.113495889,0.179197046,0.031381108,-0.045957125,-0.134983227,-0.07739732,0.097062348,0.126549814,-0.006850369,0.206879618,0.170426436,-0.079510415,0.012017624,0.011758846,0.130544686,-0.061821438,-0.174053275,0.183946117,0.017582774,-0.078861967,-0.111824735,0.147641395,-0.074856449,0.067473756,0.070388399,-0.026646084,-0.063780875,0.023380703,0.205729432,-0.100214349,0.08616035,-0.010949768,0.095849118,-0.048377789,0.097362288,0.175469259,-0.030567525,0.001709942,0,0.039460864,-0.091432256,-0.194652032,-0.045095177,0.125290749,0.124300046,0.031270999,0.09493314,-0.200646227,-0.235847808,-0.068345373,-0.092502127,0.103346459,-0.029476363,-0.074300057,0.034779165,-0.028816052,0.073316979,-0.0666334
21,0.134082436,-0.001281382,0.059968021,0.134843554,-0.045010845,0.135865715,-0.013305319,-0.083425073,-0.02885649,0.037123511,-0.182479413,0.038601292,8.91E-05,-0.180490578,-0.042729937,0.079384741,-0.013667939,0.049479287,0.202114627,0.013905506,-0.20736415,0.066336683,-0.030073184,0.149260615,0.019051377,-0.05220635,-0.054103363,-0.083905314,-0.117645985,-0.117612606,-0.297836116,0.005084551,0.012741797,0.119336537,0.002625003,-0.026622235,-0.046227066,-0.073815799,-0.017271068,-0.005732414,-0.121910565,-0.056739295,0.140147105,-0.071415619,-0.027543728,-0.046010298,-0.133876848,0.186142009,0.083211193,0.039884306,-0.244873091,0.045283955,0.175783498,-0.124908776,0.017661483,0.131258387,0.0458036,-0.003972496,0.085353266,0.250197368,0,0.10321552,-0.010730708,-0.081877955,0.127083016,0.087127418,-0.332978041,-0.124853694,-0.015814373,0.025555933,-0.065841745,0.046349544,-0.121542352,0.258488514,0.011593633,0.029813546,0.12759213,-0.076849544,0.024265313,0.053537474
22,-0.10230252,-0.032422139,0.116682749,-0.092856833,-0.18520612,-0.063282388,0.002604643,-0.20361722,-0.013816416,0.146641391,-0.029244097,0.127983226,0.123841848,0.157665405,0.011161863,0.066041541,-0.041950165,-0.025161629,0.011032858,0.067620294,-0.017953086,-0.214351111,-0.067084754,0.025921821,0.052066756,0.059984662,-0.191239115,0.117913698,-0.056241858,0.472498995,-0.071015708,0.070608053,-0.101982953,0.055397288,0.020840828,-0.079689857,0.225510991,-0.106772789,-0.249687066,-0.179843081,-0.071740984,-0.095715774,-0.0704906,0.042662826,-0.195549729,0.031041837,-0.016677114,0.064933534,0.127498937,-0.01251026,-0.031797859,0.00324092,-0.109255167,0.128708131,-0.038808075,0.005651284,-0.02546307,-0.066271086,0.067333889,-0.037034461,0,-0.016273376,0.103388284,-0.038088997,0.062088222,-0.078856166,-0.013658156,-0.106506432,0.022800456,0.139521692,-0.086658577,-0.043382892,0.194853346,0.090419138,0.006454904,0.100719165,-0.04829157,-0.006688588,0.085445603,0.145932003
23,-0.181629526,-0.068148965,-0.11153355,-0.114476799,0.121112232,-0.116861812,0.087964902,-0.121545467,-0.051484654,0.025770709,0.02377924,0.012950045,-0.222035601,-0.083750368,0.041617078,0.196032642,0.029566341,0.097901419,0.114136204,-0.127149563,-0.005925622,0.107341924,0.071277414,-0.029430612,0.013912328,-0.138388835,0.014297469,0.154725308,-0.029657222,0.049503428,0.222423338,0.071062944,0.031873392,0.104117708,-0.201807263,-0.012797417,0.0826451,0.010190455,-0.045748542,0.166020386,0.077198606,0.021811552,0.111787805,-0.250808797,-0.062634979,0.086414633,0.159153728,0.003455106,0.058806748,-0.023617875,-0.159066099,-0.147726216,0.167640921,0.061176913,0.053847945,-0.210380924,0.021653128,-0.109975224,0.087413128,-0.1470857,0,0.133357968,0.082540132,0.037358294,0.027685635,-0.266267864,-0.070595084,0.182197229,0.077274157,0.049181362,-0.113496928,0.063239805,-0.179631211,0.172571743,0.017159626,-0.080841159,-0.059940057,-0.071682736,-0.040949964,0.081724191
24,-0.02436478,0.241780312,-0.026036898,0.145255726,0.13847679,0.122534161,-0.176028206,0.265203853,-0.05928801,-0.030931286,-0.063657856,0.079703773,-0.02695214,0.041831061,0.068946333,0.048245348,-0.098041112,0.032288812,0.035945225,-0.026136316,0.003137861,0.001386274,-0.004304117,-0.155503221,-0.193318891,-0.010447824,0.098390237,-0.062219176,0.186860436,0.068589028,-0.22661754,0.017693644,-0.157476365,-0.087075218,0.001711978,0.139680679,0.099082577,0.13167064,-0.136746868,0.103976567,0.133590068,-0.064593534,-0.015936207,-0.015209002,0.022857065,-0.19964758,-0.15168725,-0.106759346,0.34995659,-0.073919235,0.087043061,0.076120766,-0.128236046,-0.054796502,0.053499627,-0.017696756,0.056638952,-0.020993053,0.026359664,-0.078983529,0,-0.121974245,0.059743571,0.008178293,-0.022204858,-0.177492962,-0.05676631,0.077644302,-0.072987959,0.001930961,-0.283012808,0.070027742,-0.096459022,0.045502799,0.093225447,0.034123588,-0.034411803,0.044139736,-0.087797164,0.132432903
