,Testing_1,Testing_2,Testing_3,Testing_4,Testing_5,Testing_6,Testing_7,Testing_8,Testing_9,Testing_10,Testing_11,Testing_12,Testing_13,Testing_14,Testing_15,Testing_16,Testing_17,Testing_18,Testing_19,Testing_20,Testing_21,Testing_22,Testing_23,Testing_24,Testing_25,Testing_26,Testing_27,Testing_28,Testing_29,Testing_30,Testing_31,Testing_32,Testing_33,Testing_34,Testing_35,Testing_36,Testing_37,Testing_38,Testing_39,Testing_40,Testing_41,Testing_42,Testing_43,Testing_44,Testing_45,Testing_46,Testing_47,Testing_48,Testing_49,Testing_50,Testing_51,Testing_52,Testing_53,Testing_54,Testing_55,Testing_56,Testing_57,Testing_58,Testing_59,Testing_60,Testing_61,Testing_62,Testing_63,Testing_64,Testing_65,Testing_66,Testing_67,Testing_68,Testing_69,Testing_70,Testing_71,Testing_72,Testing_73,Testing_74,Testing_75,Testing_76,Testing_77,Testing_78,Testing_79,Testing_80
10,-0.019946862,0.127851074,-0.02512298,-0.121212312,-0.039284746,-0.095833515,0.011710287,0.004853511,0.10213622,-0.034545921,0.04852605,-0.087265473,0.014914955,-0.268448592,0.055227409,-0.10799394,-0.061106347,-0.005807361,-0.090358586,-0.090030658,-0.118245812,0.04296813,0.167562734,-0.029527699,0.07973381,-0.155495018,-0.007369602,0.098675794,0.106420905,0.013807978,-0.136676651,0.020595767,0.056759118,0.188565649,-0.032997715,0.016441082,-0.134444141,-0.051763459,0.186189342,-0.033856952,-0.098528372,-0.048903013,-0.169575839,0.212247216,0.050117655,0.014907568,0.149524199,-0.225415155,0.128553477,-0.041197084,0.151964018,0.028499034,0.041404865,0.095556985,0.084026683,0.166536744,0.084189964,0.113605823,-0.113389045,0.111621446,0.277380719,-0.104660549,-0.0490303,-0.126700477,0.080514926,-0.039313688,-0.004739074,-0.090311065,-0.120122061,-0.097908239,0.073276227,-0.014253754,0.156718173,-0.19992624,-0.030842209,0.040193939,0.072136224,-0.274697271,0.129243951,-0.066961056
11,-0.052689356,0.086506555,0.188870136,0.132667824,0.010486677,-0.114179067,0.122832773,-0.116224715,0.189199628,-0.216619204,-0.044202665,-0.054779141,0.158044213,0.075174421,-0.007933804,0.053219415,-0.193733125,-0.276821265,0.092459033,-0.02694603,-0.129945442,-0.17353439,0.06486411,-0.081304961,0.137770357,-0.03290187,-0.071258632,0.030128959,0.111275246,-0.229012171,0.083054818,0.039378027,-0.128701745,-0.080964053,-0.060461602,-0.055459072,0.058325939,0.015141091,0.092771057,0.163624825,-0.090658623,0.081408901,-0.025607231,0.005424972,-0.061532533,-0.175546807,-0.202897764,-0.13880832,0.103809579,0.00804527,0.084598041,-0.095979085,0.066618003,0.080756824,-0.022016901,-0.032192386,0.139205122,-0.060992949,0.086879717,-0.003718202,-0.109174701,0.047080259,0.046720603,0.12571512,0.045984495,0.005678656,0.144132456,0.123086246,0.059385753,0.003113347,-0.128277461,0.083757293,0.029608375,-0.022158046,0.2652625,-0.010537293,0.151527425,-0.070100488,-0.172362189,-0.12858925
12,0.09888286,0.08870737,0.040707593,0.043584544,-0.349096832,-0.165763727,-0.054555159,-0.019189701,-0.067748177,-0.052459995,0.085053337,-0.076399183,-0.079002764,0.128006575,0.037464866,-0.03270512,0.067919375,0.175411675,0.199193449,0.022768453,0.019633268,0.103088352,-0.073167139,0.132835249,0.254833168,0.037864846,-0.096783892,0.181504855,-0.013240294,-0.009168054,0.058414861,0.003832987,-0.148254535,-0.055234754,0.08626514,0.216403043,-0.115156315,-0.131320932,-0.021404716,-0.331601279,-0.091362815,0.069406211,0.059858223,0.037338448,-0.011710727,-0.043979424,0.007118131,0.089257638,-0.129417386,-0.011470837,-0.020029869,-0.110978467,0.131061665,-0.015489255,-0.030783552,-0.01372604,0.040064228,-0.053644539,-0.114054569,-0.219294087,0.055531082,-0.047639957,0.169618023,-0.059460549,0.088059316,0.047560812,-0.161233038,0.035822221,0.035202542,-0.047331892,0.100356373,-0.037226605,-0.062005533,0.107898781,0.205940336,0.043518201,0.0771003,-0.177078855,-0.031306741,-0.092073593
13,0.015000632,-0.110765919,0.105476307,0.199620186,0.060319789,0.0264225,0.025897479,-0.051127732,-0.193401456,0.014353256,-0.045898502,-0.057344241,-0.1141374,-0.142788508,0.185134725,-0.19790511,0.458339609,0.001811515,-0.173189229,0.013127512,-0.053355565,0.150241665,-0.088247585,0.116193716,-0.060576196,-0.001316819,-0.077420742,0.118212569,-0.158274402,-0.095788182,-0.15298489,0.01747876,0.027256974,-0.036431464,0.081087042,0.033329463,-0.035171144,-0.007442499,0.060858019,0.170519734,0.054200364,0.093920195,-0.07923213,0.046686046,-0.201423475,-0.156014461,0.027314273,-0.098583115,0.101881901,0.056390759,0.096618638,-0.144969774,0.298421406,-0.056472876,0.067593663,-0.0940323,0.120017103,-0.033990948,0.055522984,0.060625251,-0.068609173,-0.046783162,-0.194047303,0.034634944,-0.029647722,-0.004480696,0.052805264,0.011402346,0.116034464,0.060440577,0.056219742,0.005220208,-0.100002363,0.030665493,-0.028323099,0.031967209,0.029531569,-0.012407665,-0.106540164,-0.06480403
14,0.173443832,-0.114810938,-0.027870105,0.0298478,-0.205258897,0.001135695,0.09271446,-0.073728473,-0.026332588,-0.00796886,-0.090309753,-0.117581888,0.075386052,0.195705453,0.075655699,-0.033480391,0.119475897,-0.001338765,0.028100266,0.185893031,-0.015145474,-0.15312,0.099559806,0.000479297,0.070112962,-0.079909653,-0.102948696,0.024647474,0.008222631,0.037866028,-0.102558801,-0.003218806,0.109652858,-0.046601173,-0.288707966,-0.062702499,0.094321751,-0.082376341,0.101615288,0.113516877,0.001648908,-0.021191033,0.051482939,-0.106188637,-0.150230615,0.14454767,0.193479952,-0.016698489,0.09120265,-0.04658104,-0.070128547,-0.074770094,0.01625446,-0.049084744,-0.151900958,0.07390203,-0.000238358,0.085019646,-0.231763836,0.253706723,0.039651945,0.095529995,0.242159278,-0.03382014,-0.068111751,0.149013184,-0.116897162,-0.01254991,0.047990612,-0.139051716,-0.137315494,-0.17784036,0.058660124,-0.092544696,-0.118036024,0.14193886,0.110443014,0.184274015,-0.136435608,0.00463198
15,0.095736709,-0.020944711,0.003695937,0.036265688,-0.214751968,-0.028614855,-0.07114,-0.130138345,0.052874595,0.137379223,0.023195915,-0.25269227,0.085279693,0.003414759,-0.119138851,0.168929172,0.199775156,-0.132585764,0.024188903,-0.013829333,0.107984113,0.096978557,-0.196448602,0.037232261,-0.035744548,-0.165109651,0.037156268,0.041266006,0.12018724,-0.077924887,0.07937867,-0.009691297,-0.077172109,0.17022409,0.177484707,-0.329266907,-0.043391106,0.152853457,0.09328197,-0.240666574,0.035340381,-0.087261411,0.056428439,0.017272752,0.082298034,-0.009652146,0.06941272,0.018358969,0.056003817,0.030558704,-0.124948138,0.036738965,-0.078414585,0.039906636,-0.077343528,-0.089531782,-0.020453767,0.048734411,0.204374557,0.206281841,-0.143590291,0.01802708,-0.091265522,-0.033649807,-0.103365788,-0.066531225,0.119223949,0.117620656,-0.00697952,-0.069118054,-0.036242831,7.95E-05,0.060909359,0.024607776,-0.067804398,0.211303984,0.050767306,-0.191221781,-0.064628145,0.093035637
16,-0.070279265,0.017886883,0.035953315,0.198674608,-0.085421088,0.080901262,0.094172495,0.027691097,-0.255763142,0.093258447,0.020910309,-0.066502408,-0.030434157,-0.117692896,-0.146507631,-0.175337224,-0.079846,-0.070920237,-0.128331713,-0.143921857,0.224982926,0.044896087,-0.055563247,0.024419141,0.212673951,0.050383489,-0.129749673,-0.160523503,0.177470564,0.161060052,0.016573092,-0.000133379,0.022437714,0.036516375,0.064673975,-0.009246112,0.188949856,0.006907862,-0.142907743,0.253996301,-0.028557339,-0.140568162,0.115086548,0.028913412,-0.035289931,0.141852827,0.075907516,-0.116281352,-0.134841865,0.166417184,-0.061719882,-0.085455375,-0.131099212,-0.013082427,-0.067387597,-0.032767254,0.121133077,-0.113762127,0.047823428,0.05417193,0.048173605,-0.068589957,0.08450502,-0.186457467,0.296387267,-0.001361569,-0.015758654,0.164693089,-0.089162821,-0.062996363,-0.017753286,0.10942517,-0.069903858,-0.073780632,0.076391789,0.034631292,-0.041032707,-0.060861985,-0.065873639,-0.034739391
17,0.180580838,-0.013615283,-0.181775857,0.076204335,-0.017083848,-0.088403825,0.04438855,-0.008693134,0.080256086,-0.014422159,0.00368089,0.068421755,-0.02051549,-0.243787437,0.100411384,0.050469892,0.181356636,-0.099031218,0.091495618,-0.157432678,-0.060291007,-0.05684372,-0.023939136,-0.119715494,0.186055014,-0.075756322,0.215694763,-0.008513837,0.160113336,0.414986765,0.148015474,0.004866614,-0.02818875,-0.08531848,-0.025885037,-0.053460534,-0.106201706,-0.037853222,-0.213462918,0.085902865,0.056166879,0.06286233,-0.014432425,0.03214901,-0.078468351,0.080647013,-0.294170198,0.041838887,-0.033228558,-0.028414155,-0.027697308,0.050324734,0.071225843,0.000159095,-0.024293024,-0.027036382,0.176934431,0.030656329,-0.127835099,-0.062778724,-0.027441225,0.072722682,-0.084667266,0.026330631,-0.238791298,0.058731349,0.037497458,-0.035152219,-0.073897853,-0.028024459,0.057841018,-0.041783257,0.022868249,-0.084755095,0.069219342,0.224640108,-0.138166506,0.046939119,-0.031777768,-0.075557433
18,-0.042848798,-0.046062877,-0.151774698,-0.007656125,-0.07741514,0.094778436,0.060379388,-0.161791199,-0.016956354,0.094278374,-0.019392291,0.06298303,-0.18584648,-0.041294594,-0.079005913,-0.032488149,-0.002276345,0.107119416,-0.061954409,-0.001089972,0.027393549,-0.04441239,0.177287123,0.385635224,0.221145,0.041281822,0.140178951,-0.051389315,0.015333904,-0.151962962,-0.12308065,0.010502414,-0.042282914,-0.038096371,-0.126935757,-0.137163166,-0.199779683,0.015525879,-0.226758341,-0.102636263,-0.143500496,0.044115793,-0.202953572,0.061822674,0.105145789,-0.017160928,-0.161198393,-0.090185016,0.095947989,0.07723102,0.100557704,-0.137374687,-0.099962269,-0.000884722,0.019062128,-0.090870188,-0.043279911,0.133254159,0.07253598,0.155064262,0.072696839,-0.005591622,0.198463216,0.034338482,-0.070352496,-0.017529283,0.214753112,0.109227073,-0.02863554,0.031939779,0.047636131,-0.036748107,-0.042868149,0.049215904,0.090733002,-0.101966563,-0.036057036,0.174483577,-0.028952702,0.162165529
19,-0.091296157,-0.110483027,-0.071197698,-0.041420207,-0.26976021,0.088145707,-0.134330247,0.27960559,0.144431265,0.048543757,0.084997227,0.016757048,0.190904983,-0.002555208,0.152373013,0.18686011,-0.001360582,0.056025335,-0.039150857,-0.09288421,0.058365121,0.115618148,0.227270139,0.031072469,-0.07843565,-0.063720283,-0.257143035,-0.131626707,-0.018702638,0.094244405,0.037983579,0.000487842,-0.085579628,0.148733777,-0.005723255,0.084679616,-0.110312936,-0.035955109,0.116954625,0.082115391,0.046413078,-0.192495147,-0.073863012,0.077290683,0.011721779,-0.165536323,-0.126101177,0.055530055,-0.073459054,0.005912991,-0.022326491,-0.141796098,0.083352968,-0.077373726,0.232394307,-0.024822789,0.024190272,-0.014200944,0.021478956,0.11237002,-0.099925867,0.069002774,0.149137358,-0.126632159,-0.122815334,-0.125921427,0.004646129,0.012247447,0.075832245,-0.02834544,-0.023886808,0.211664437,-0.099438795,-0.086381344,0.019370621,-0.025650989,-0.089560019,0.161631869,-0.113911583,-0.082728423
20,-0.058607,-0.059649166,0.03973226,0.150749329,-0.117642179,-0.034261276,-0.100960245,-0.027647363,-0.20071027,0.055125093,-0.026760218,0.101415729,-0.048169482,0.029407045,0.102385519,0.058806053,-0.361697017,0.250698753,-0.085955572,-0.075565274,-0.113573851,0.007289187,-0.184623241,0.039408287,-0.11393166,-0.133290393,-0.009113392,0.035669587,0.128533763,0.150043992,0.091919174,0.018458105,0.127593522,-0.013426691,0.104547449,-0.119895929,0.014676731,-0.070810229,0.080456385,0.053730329,-0.041923296,0.213349412,0.016146631,-0.041413421,0.197471566,0.023143236,-0.114180131,-0.027749363,0.170007689,0.054125427,0.201856754,-0.13198482,0.269008821,-0.147247581,-0.19818418,-0.013288758,-0.246896206,-0.047530545,0.065430148,0.093157858,0.008600891,0.028359525,0.03888949,0.03642042,-0.029281106,-0.028749537,-0.017562857,-0.003661837,0.058465652,-0.026891386,-0.122287537,0.006351381,0.070445813,-0.071090751,-0.005416362,0.129406507,-0.072855804,-0.012506635,0.119971058,-0.076571858
21,-0.186195146,0.064164688,-0.06095036,-0.093939849,0.086690673,0.024898032,0.176902733,-0.031454004,-0.076028792,0.091869571,0.046154885,-0.001793952,0.188763887,0.188716607,0.132950437,-0.034937005,-0.002883625,-0.143260162,-0.130974686,-0.114801368,-0.122822074,0.168063254,0.098329668,0.13202253,0.096690648,-0.018184803,0.016966821,0.007156594,-0.125906054,-0.010100064,0.028135384,-0.016822092,-0.183065019,0.106114834,0.038111001,0.001747983,0.288495622,-0.010775046,-0.086625918,-0.164156087,0.090399782,-0.031012213,0.028720912,-0.050205635,-0.128673212,-0.145063058,0.062373596,0.008345569,0.171698461,0.038010394,-0.133911003,-0.14462618,0.029637916,-0.021101623,-0.13088536,0.023925235,-0.01341264,0.172028553,-0.086032942,0.008922569,-0.054416256,-0.06503427,-0.025489196,-0.004559185,-0.06955479,0.134977322,-0.040762609,-0.092804793,-0.157790263,0.061135948,-0.101713411,0.012682759,0.083074929,-0.008634945,0.215287051,0.120233698,-0.318623017,-0.003060801,0.242742411,-0.026962596
22,-0.005801371,0.074772722,-0.147266906,0.048324068,-0.162454191,0.058509369,-0.103521209,-0.093897647,-0.065382515,-0.016582625,0.103290659,-0.090206488,0.068667139,-0.155681004,-0.135160828,0.10691335,-0.212150001,-0.065938333,-0.000269257,0.058267084,-0.029759045,-0.149236463,0.005308613,0.127603634,0.043116399,0.141860782,0.055897587,-0.075310262,0.013537621,-0.110720657,-0.228365533,-0.001684144,-0.022795018,-0.065571192,0.15228978,0.071592127,0.005348542,-0.039894803,-0.091151764,0.22496268,0.183726526,-0.102853216,0.058281584,0.111083445,0.030189632,-0.136852616,0.066391981,0.291987229,0.14982982,-0.086776739,-0.115367846,0.16594962,0.135834607,-0.039411705,0.067957036,-0.093843579,0.012507005,0.062211011,0.048438378,0.141156411,0.189381642,0.092820101,-0.211829659,-0.055900208,-0.049516296,0.041351567,-0.136349571,-0.06319097,0.076881428,-0.031109501,-0.026675585,-0.23062477,-0.075726725,0.124536064,0.160120067,0.027201876,0.053907154,0.013119867,0.042631438,-0.158996883
23,-0.064625191,-0.034587381,0.008515599,-0.063606708,-0.055110848,-0.121370108,-0.037418771,0.136813916,0.040250197,0.041938936,0.013884523,0.019506509,-0.028488524,0.318511857,0.108968402,-0.019502923,-0.123915728,-0.072864109,0.063807722,-0.034969769,-0.012890308,0.05295839,0.022539361,-0.028204595,0.087688249,-0.059903491,-0.072834152,0.086378523,0.003678264,0.068931434,-0.187048928,-0.020545519,-0.032967606,0.081737339,0.069548152,-0.154718885,-0.100002436,0.082136658,-0.111105584,0.321039996,-0.067921742,0.213181996,-0.142082213,-0.117813361,-0.087649485,-0.108671529,0.025921797,-0.093046754,-0.180973103,0.160601255,0.005103001,0.095225416,-0.083183948,0.075729362,-0.109535487,0.102723029,0.022913378,0.047954755,0.051510072,-0.005958053,0.149351331,-0.055282267,-0.138250377,-0.151059915,-0.280766155,-0.012685102,-0.16051349,0.089149609,0.011676573,0.058087189,0.083056924,0.024644077,-0.191500904,0.203539111,-0.028894602,0.090908871,0.1166604,-0.083577708,0.09041478,0.206676136
24,-0.102714035,-0.098562214,0.026921204,-0.170121183,0.23076512,-0.138955513,-0.135893676,0.090206677,-0.188684936,-0.069083759,0.135133462,0.061369779,0.131916941,-0.01983087,0.01712297,0.215751016,-0.009073774,0.067923981,0.041174603,-0.001251865,-0.074351185,9.37E-05,0.010512839,0.153178014,0.146218885,0.112844148,0.112262199,0.106042267,-0.071359712,0.074206336,-0.219364225,-0.041499358,-0.015944242,-0.087009013,0.060945533,-0.367881548,0.037038886,-0.022510746,0.092474413,-0.030544816,0.028187343,-0.160985394,0.129798669,-0.070383091,0.090431049,0.17672798,0.096836611,-0.236220637,-0.054158447,-0.147881595,-0.034290066,-0.12215686,0.079118696,-0.046088061,0.038630246,-0.11822339,0.098787937,-0.048365994,-0.018447997,-0.149210859,-0.039079632,0.102849469,-0.038810591,-0.07834198,-0.011999042,0.033245173,0.009656906,-0.045760794,0.023126732,-0.098533607,0.102574241,0.111293404,-0.020341543,-0.108121373,0.154876705,0.04174204,0.218337334,0.120098211,-0.053856677,-0.002477104
